eq_id,dept,dept_num,equipment_name,asset_num,make,model,vendor,wo_qty,modified
EQ ID 130,Toilet Partitions,40,"Vacuum Lift 1/2"" panels packout",1080,Unitech,Unimove CM 700,,2,4/2/2022 10:16 AM
EQ ID 131,Toilet Partitions,40,Vacuum Lift Laminate Pack Out,1540,Unitech,Unimove CM 700,,2,4/2/2022 10:16 AM
EQ ID 132,Machine Shop,25,Hex & Square Collet Block set,,SPI,,,0,4/2/2022 10:16 AM
EQ ID 133,Machine Shop,25,National Diamond,,6 x 1 x 1 1/4,DL2V9 3/16 rim,,0,4/2/2022 10:16 AM
EQ ID 134,Soap Dispenser Assembly,21,Dunk Tester 4112,11269,,,,0,4/2/2022 10:16 AM
EQ ID 136,Soap Dispenser Assembly,21,Hot Stamping Machine B-40,10043,Franklin,1020,,0,4/2/2022 10:16 AM
EQ ID 137,Mfg Engineering,22,ME Support Request,12345,,,,1,4/2/2022 10:16 AM
EQ ID 138,Soap Dispenser Assembly,21,"Printer, Label, Zebra",,Zebra 110XiIII+300dpi,,,0,4/2/2022 10:16 AM
EQ ID 139,Soap Dispenser Assembly,21,Valve Fixture #3 for 4112-110,,,3-4112-*110,,1,4/2/2022 10:16 AM
EQ ID 140,Soap Dispenser Assembly,21,Valve Fixture #2 for 4112-110,,,2-4112-110,,0,4/2/2022 10:16 AM
EQ ID 141,Soap Dispenser Assembly,21,Valve Fixture # 1 for 4112-110,,,1-4112-110,,0,4/2/2022 10:16 AM
EQ ID 142,Soap Dispenser Assembly,21,822 Guide Key Fixture-Cell2,,,,,0,4/2/2022 10:16 AM
EQ ID 143,Soap Dispenser Assembly,21,822 Guide Key Fixture - Cell 1,,,,,0,4/2/2022 10:16 AM
EQ ID 144,Soap Dispenser Assembly,21,valve fixture 4112-119,,,,,0,4/2/2022 10:16 AM
EQ ID 146,Mfg Engineering,22,21112 lid opener,21,1994,,,0,4/2/2022 10:16 AM
EQ ID 147,Soap Dispenser Assembly,21,Latch assy fixture,,,,,0,4/2/2022 10:16 AM
EQ ID 148,Soap Dispenser Assembly,21,B -40 U-PACK FIXTURE,,INHOUSE,,,1,4/2/2022 10:16 AM
EQ ID 19,Machine Shop,25,Mill,8429,Bridgeport,,,1,4/2/2022 10:16 AM
EQ ID 20,Machine Shop,25,Mill,5325,Alliant,,,1,4/2/2022 10:16 AM
EQ ID 21,Machine Shop,25,"Lathe, Hardinge",7704,Hardinge,,,1,4/2/2022 10:16 AM
EQ ID 22,Machine Shop,25,Lathe,0025,Logan Engineering,"6560-14""",,1,4/2/2022 10:16 AM
EQ ID 27,Toilet Partitions,40,Forklift # T4,,Toyota,7FBCU25,,0,4/2/2022 10:16 AM
EQ ID 28,Toilet Partitions,40,Forklift # T5,,Toyota,7FBCU45,,1,4/2/2022 10:16 AM
EQ ID 29,Toilet Partitions,40,Forklift # T20,,Toyota,7FBCU25,,0,4/2/2022 10:16 AM
EQ ID 30,Shipping,32,Forklift T 1,,Toyota,7FBEU20,,1,4/2/2022 10:16 AM
EQ ID 32,Shipping,32,Stacker # 18,,Raymond,20i-R30TT,,2,4/2/2022 10:16 AM
EQ ID 45,Machine Shop,25,Surface Grinder,5323,Chevalier,FSG-618,,2,4/2/2022 10:16 AM
EQ ID 46,Machine Shop,25,Vert. Band Saw,0023,,,,1,4/2/2022 10:16 AM
EQ ID 49,Machine Shop,25,Acu-rite lll,7705,,,,1,4/2/2022 10:16 AM
EQ ID 50,Machine Shop,25,Acu-rite,8646,,,,1,4/2/2022 10:16 AM
EQ ID 54,Soap Dispenser Assembly,21,Stapler Machine,5353,,,,2,4/2/2022 10:16 AM
EQ ID 59,Toilet Partitions,40,Vacuum Lift System (Glue Line ),10772,UniTech,CM 700,,3,4/2/2022 10:16 AM
EQ ID 60,Toilet Partitions,40,Laminate Slitter,10367,Mar Bel,MLS- 12,,2,4/2/2022 10:16 AM
EQ ID 61,Toilet Partitions,40,"Screwdriver, Insert, 1080-2",,Cleco,88TRSAL-5BQ,,3,4/2/2022 10:16 AM
EQ ID 64,Toilet Partitions,40,"Driver, Pulse Tool, 1080 Leveling Bar",,Cleco,20PTHL-35Q,,0,4/2/2022 10:16 AM
EQ ID 66,Mfg Engineering,22,"2111, 2112 Can Cleaner",,ARO Corp,SAO24C-9,,1,4/2/2022 10:16 AM
EQ ID 67,Soap Dispenser Assembly,21,822 Spout Assembly Machine #2,,Bobrick,Custom,,3,4/2/2022 10:16 AM
EQ ID 68,Soap Dispenser Assembly,21,"Stapler, Pneumatic",,,,,0,4/2/2022 10:16 AM
EQ ID 69,Soap Dispenser Assembly,21,"FRL - Filter, Regulator, Lubricator",,various,,,1,4/2/2022 10:16 AM
EQ ID 70,Soap Dispenser Assembly,21,"FRL - Filter, Regulator, Lubricator",,various,,,0,4/2/2022 10:16 AM
EQ ID 71,Machine Shop,25,"FRL - Filter, Regulator, Lubricator",,various,,,0,4/2/2022 10:16 AM
EQ ID 72,Toilet Partitions,40,"FRL - Filter, Regulator, Lubricator",,various,,,0,4/2/2022 10:16 AM
EQ ID 73,Maintenance,29,"FRL - Filter, Regulator, Lubricator",,various,,,0,4/2/2022 10:16 AM
EQ ID 74,Soap Dispenser Assembly,21,"Tube cutter, automatic",,Custom,Custom,,3,4/2/2022 10:16 AM
EQ ID 76,Quality Assurance,27,"Boundary Board, Assembly, 150 brackets",,,,,1,4/2/2022 10:16 AM
EQ ID 77,Quality Assurance,27,"Boundary Board, Assembly, 5050 / 5090 Vessels",,,,,1,4/2/2022 10:16 AM
EQ ID 78,Quality Assurance,27,"Boundary Board, TPF, Edge Bander",,,,,2,4/2/2022 10:16 AM
EQ ID 80,Quality Assurance,27,"Boundary Board, TPF, 1540 Door Notcher",,,,,1,4/2/2022 10:16 AM
EQ ID 82,Soap Dispenser Assembly,21,Sample Book: 822 shells and escutcheons,,,,,1,4/2/2022 10:16 AM
EQ ID 83,Quality Assurance,27,"Boundary Board, Soap Dispenser Assembly, 40 Vessel",,,,,1,4/2/2022 10:16 AM
EQ ID 84,Quality Assurance,27,"Boundary Board, Soap Dispenser Assembly, 2111/2112 window & cans",,,,,1,4/2/2022 10:16 AM
EQ ID 86,Quality Assurance,27,"Boundary Board, Soap Dispenser Assembly, 4112 can",,,,,1,4/2/2022 10:16 AM
EQ ID 87,Quality Assurance,27,"Boundary Board, TPF, 1540 /1040 Edge Finisher",,,,,1,4/2/2022 10:16 AM
EQ ID 88,Soap Dispenser Assembly,21,Line 6 Documentation,,In House,Line 6 Documention,,1,4/2/2022 10:16 AM
EQ ID 89,Soap Dispenser Assembly,21,Line# 8 Documentation,,In House,Line# 8 Documentation,,1,4/2/2022 10:16 AM
EQ ID 90,Soap Dispenser Assembly,21,Line# 9 Documentation,,In House,Line# 9 Documentation,,1,4/2/2022 10:16 AM
EQ ID 91,Soap Dispenser Assembly,21,Line # 12 Documentation,,In House,Line # 12,,1,4/2/2022 10:16 AM
EQ ID 92,Soap Dispenser Assembly,21,Line 13 Documentation,,In House,Line 13,,1,4/2/2022 10:16 AM
EQ ID 93,Soap Dispenser Assembly,21,Line# 15 Documentation,,In House,Line# 15,,1,4/2/2022 10:16 AM
EQ ID 94,Soap Dispenser Assembly,21,Line# 30 Documentation,,In House,Line# 30,,1,4/2/2022 10:16 AM
EQ ID 95,Soap Dispenser Assembly,21,Line# 40 Documentation,,In House,Line# 40,,1,4/2/2022 10:16 AM
EQ ID 96,Toilet Partitions,40,Vacuum Lift 1080 Line packout,10844,Unitech,Unimove CM 700,,2,4/2/2022 10:16 AM
EQ ID 97,Soap Dispenser Assembly,21,Stapler Machine - Bostitch Textion,4945,Bostitch,,,0,4/2/2022 10:16 AM
EQ ID 98,Soap Dispenser Assembly,21,Label Printer,10589,LABELTRONIX,,,0,4/2/2022 10:16 AM
EQ ID 99,Soap Dispenser Assembly,21,"Oven, 4112, Hot Room W/7 Days Tm Ctl",,,,,0,4/2/2022 10:16 AM
EQ ID 100,Soap Dispenser Assembly,21,B-822 Tester - Cell 1 (3 nests),,In House,,,4,4/2/2022 10:16 AM
EQ ID 101,Soap Dispenser Assembly,21,"Cartoner, 822, Econoseal E-System 2000 #1",10823,E SYSTEM 2000,7731,,4,4/2/2022 10:16 AM
EQ ID 102,Toilet Partitions,40,"Insert Screwdriver, 1080 -1",,Cleco,8TRSATP 10BQ,,1,4/2/2022 10:16 AM
EQ ID 103,Soap Dispenser Assembly,21,4059809 ARO Torque Driver,,ARO Corp,SAO24C-9,,3,4/2/2022 10:16 AM
EQ ID 104,Soap Dispenser Assembly,21,4061909 ARO Torque Driver,,ARO Corp,SAO24C-9,,2,4/2/2022 10:16 AM
EQ ID 105,Toilet Partitions,40,"Drilling Machine CNC, 1040 Laminate",10863,"Ganner, Gannomat",Index 330 Trend,,6,4/2/2022 10:16 AM
EQ ID 106,Soap Dispenser Assembly,21,"Stapler, Electric Box Bottoming 1",10845,STANLEY-BOSTITCH,FC95EC,,0,4/2/2022 10:16 AM
EQ ID 108,Soap Dispenser Assembly,21,"Stapler, Electric Box Bottoming 2",10847,STANLEY-BOSTITCH,FC95EC,,0,4/2/2022 10:16 AM
EQ ID 109,Machine Shop,25,Outside Micrometer,,CRAFTSMAN,"1-2""",,1,4/2/2022 10:16 AM
EQ ID 111,Machine Shop,25,Digital caliper 1,03150863,Mitutuoyo,"0-8""",,0,4/2/2022 10:16 AM
EQ ID 112,Mfg Engineering,22,Digital Caliper 2,32450,mitutoyo,"0-8""",,0,4/2/2022 10:16 AM
EQ ID 1212,Quality Assurance,27,"Function Gage, T-4112-7 AC 3, Adams Campbell",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1213,Quality Assurance,27,"Surface Plate 36x48, PQ-51-14, QA (CMS Recall)",,Precision Granite,Surface Plate 36x48,,1,4/2/2022 10:16 AM
EQ ID 1214,Quality Assurance,27,"18"" Digital Height Gage, 1409748, QA (CMS Recall)",,Mitutoyo,"18"" Digital Height Gage",,1,4/2/2022 10:16 AM
EQ ID 1215,Quality Assurance,27,"Pin Gage Set, B005, QA",,Vermont Gage,Pin Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1216,Quality Assurance,27,"Dial Indicator, B112138, QA",,Brown & Sharpe,7034-1,,1,4/2/2022 10:16 AM
EQ ID 1217,Quality Assurance,27,"Dial Indicator, B147449, QA",,Brown & Sharpe,7030-1,,1,4/2/2022 10:16 AM
EQ ID 1218,Quality Assurance,27,"Boundary Board, Grab Bar Welding",,,,,2,4/2/2022 10:16 AM
EQ ID 1330,Quality Assurance,27,"Drill Fixture, 1080 Drill Machine RH O/S Door, Sample from Machine",,Drill Fixture,1080 Drill Machine RH O/S Door,,1,4/2/2022 10:16 AM
EQ ID 1335,Toilet Partitions,40,Edge Finisher Laminate,,Technolegno,Universal -300 UL SX,,4,4/2/2022 10:16 AM
EQ ID 1336,Maintenance,29,Gate by south east side of shipping,,,,,2,4/2/2022 10:16 AM
EQ ID 1337,Soap Dispenser Assembly,21,4112 Lid Opener,,Bobrick,,,0,4/2/2022 10:16 AM
EQ ID 1344,Quality Assurance,27,"Digital Micrometer, 6194113, QA (CMS Recall)",,Mitutoyo,Digital Micrometer,,1,4/2/2022 10:16 AM
EQ ID 1345,Quality Assurance,27,"Torque Wrench, 5200",,CDI,Torque Wrench,,1,4/2/2022 10:16 AM
EQ ID 1346,Quality Assurance,27,"Angle Iron Set, 15327, QA (CMS Recall)",,Shamrock,Angle Iron Set,,1,4/2/2022 10:16 AM
EQ ID 1347,Quality Assurance,27,"Radius Gage Set, 15324, QA (CMS Recall)",,Starrett,Radius Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1348,Quality Assurance,27,"Micrometer Checker, 10468, QA (CMS Recall)",,MikeMaster,Micrometer Checker,,1,4/2/2022 10:16 AM
EQ ID 1349,Quality Assurance,27,"Caliper Checker, 529, QA (CMS Recall)",,Kalmaster,Caliper Checker,,1,4/2/2022 10:16 AM
EQ ID 1350,Toilet Partitions,40,FLIP TABLE,,SHOP KARTS,STANDARD,,1,4/2/2022 10:16 AM
EQ ID 1351,Maintenance,29,Genie GR-15 Runabout,11470,Genie,GR-15,,0,4/2/2022 10:16 AM
EQ ID 1354,General,0,Pilfergard Door alarms,,PG21,,,1,4/2/2022 10:16 AM
EQ ID 1359,Soap Dispenser Assembly,21,4112 valve assembly and test station,,Bobrick,Bobrick,,0,4/2/2022 10:16 AM
EQ ID 1360,Maintenance,29,Hot loop building central plant,,,,,1,4/2/2022 10:16 AM
EQ ID 1361,Toilet Partitions,40,"Saw, Horizontal, Holzma",11446,Holzma,HPL400 Profiline,,6,4/2/2022 10:16 AM
EQ ID 1366,Soap Dispenser Assembly,21,Cell 3 Tube Exander,,AM,200,,1,4/2/2022 10:16 AM
EQ ID 1367,Soap Dispenser Assembly,21,Cell 3 O-Ring Press,,AMT-800,A-0019,,1,4/2/2022 10:16 AM
EQ ID 1368,Soap Dispenser Assembly,21,Cell 3 Tape Machine,,Better Packages Inc,555eS,,0,4/2/2022 10:16 AM
EQ ID 1370,Soap Dispenser Assembly,21,Cell 3 Spout Assembly Torque Driver,,Mountz,SDC-40,,0,4/2/2022 10:16 AM
EQ ID 1373,Soap Dispenser Assembly,21,Cell 1 Tube Expander,,AMT Devices,AMT-200,,1,4/2/2022 10:16 AM
EQ ID 1374,Quality Assurance,27,"Boundary Board, Miter Weld",,,,,1,4/2/2022 10:16 AM
EQ ID 1375,Quality Assurance,27,"Boundary Board, Corner Weld, QA",,,,,1,4/2/2022 10:16 AM
EQ ID 1376,Maintenance,29,AC units on the roof,,,,,1,4/2/2022 10:16 AM
EQ ID 1377,Soap Dispenser Assembly,21,Cell 3 Latch Installation Press,,AMT-800,A-0019,,1,4/2/2022 10:16 AM
EQ ID 1384,Maintenance,29,"A/C Unit for Electrical room, parking structure",,Fujitsu,AOU36CLX1,,5,4/2/2022 10:16 AM
EQ ID 1387,Soap Dispenser Assembly,21,Cell 2 Tube Exander,,AMT Devices,AMT-200,,1,4/2/2022 10:16 AM
EQ ID 1388,Maintenance,29,Lift Master Rolling Gate,,,,,1,4/2/2022 10:16 AM
EQ ID 1389,Maintenance,29,Tujunga Rolling Doors,,MGH -75- 43E,,,1,4/2/2022 10:16 AM
EQ ID 1390,Maintenance,29,Lift Master Swinging Gates,,,CSW200UL1HP8,,1,4/2/2022 10:16 AM
EQ ID 1391,Soap Dispenser Assembly,21,Cell 3 Ophardt Pump Tester,,Ophardt,Ophardt,,0,4/2/2022 10:16 AM
EQ ID 1393,Maintenance,29,Backup Genset Generator,,"Kohlor, Power Systems",150REOZJF,,4,4/2/2022 10:16 AM
EQ ID 1394,Soap Dispenser Assembly,21,Cell 1 Tube Notcher,,Bobrick,#1,,0,4/2/2022 10:16 AM
EQ ID 1395,Soap Dispenser Assembly,21,Cell 2 Tube Notcher,,Bobrick,#2,,0,4/2/2022 10:16 AM
EQ ID 1396,Maintenance,29,Smart grid 225 Solar System,,Solectria renewables,225,,1,4/2/2022 10:16 AM
EQ ID 1397,Maintenance,29,Warehouse Exhaust Fan # 1,,,,,0,4/2/2022 10:16 AM
EQ ID 1398,Maintenance,29,Warehouse Exhaust Fan # 2,,,,,0,4/2/2022 10:16 AM
EQ ID 1399,Maintenance,29,Exhaust Fan # 3,,,,,1,4/2/2022 10:16 AM
EQ ID 1400,Maintenance,29,Exhaust Fan # 5 1st floor Restrooms,,,,,0,4/2/2022 10:16 AM
EQ ID 1401,Maintenance,29,Exhaust Fan # 7 Dust Collector,,,,,0,4/2/2022 10:16 AM
EQ ID 1402,Maintenance,29,Exhaust Fan # 11,,,,,0,4/2/2022 10:16 AM
EQ ID 1403,Maintenance,29,Gas Unit Heater # 1 UH1,,,,,0,4/2/2022 10:16 AM
EQ ID 1404,Maintenance,29,Gas Unit Heater # 2 UH2,,,,,0,4/2/2022 10:16 AM
EQ ID 1405,Maintenance,29,Gas Unit Heater # 3 UH3,,,,,0,4/2/2022 10:16 AM
EQ ID 1406,Maintenance,29,Gas Unit Heater # 4 UH4,,,,,0,4/2/2022 10:16 AM
EQ ID 1408,Soap Dispenser Assembly,21,Auto-Soap Small Air Tube Expander,,AMT Devices,AMT-200,,1,4/2/2022 10:16 AM
EQ ID 1410,Soap Dispenser Assembly,21,Auto-Soap Large Tube Expander,,AMT Devices,AMT-200,,0,4/2/2022 10:16 AM
EQ ID 1437,Maintenance,29,"High Speed Door, TPF/Shipping (south)",,Rytec System 4,,,0,4/2/2022 10:16 AM
EQ ID 1438,Maintenance,29,"High Speed Door, Shipping/Assembly dep.",,Rytec System 4,,,0,4/2/2022 10:16 AM
EQ ID 1439,Maintenance,29,"High Speed Door, TPF/Assembly dep. (east)",,Rytec System 4,,,0,4/2/2022 10:16 AM
EQ ID 1440,Maintenance,29,"High Speed Door, TPF/Yard (west wall)",,Rytec System 4,,,0,4/2/2022 10:16 AM
EQ ID 1441,Maintenance,29,Semaphore unit #1,,,301,,2,4/2/2022 10:16 AM
EQ ID 1442,Maintenance,29,Semaphore unit # 2,,301,,,2,4/2/2022 10:16 AM
EQ ID 1443,Maintenance,29,Semaphore unit #3,,,301,,2,4/2/2022 10:16 AM
EQ ID 1444,Maintenance,29,Semaphore unit #4,,,301,,2,4/2/2022 10:16 AM
EQ ID 1445,Maintenance,29,ANDERSON ELEVATOR SMOKE ALARMS,,,,,0,4/2/2022 10:16 AM
EQ ID 1447,Maintenance,29,Roof Drains,,,,,1,4/2/2022 10:16 AM
EQ ID 1448,Maintenance,29,Roof condensation drains,,,,,1,4/2/2022 10:16 AM
EQ ID 754,Maintenance,29,Gardner Denver 54hp Compressor,,Gardner Denver,"VS 40, VFD",,1,4/2/2022 10:16 AM
EQ ID 762,Maintenance,29,"Scissor Lift, Optimus LK, 2111/2112 Line",,Optimus,LK Series,,0,4/2/2022 10:16 AM
EQ ID 765,Soap Dispenser Assembly,21,"Case Sealer, 3M-Matic, 8226 Cell 2",,3M,800A,,1,4/2/2022 10:16 AM
EQ ID 768,Toilet Partitions,40,Vacuum Lift (Anderson CNC),10844,Unitech,Unimove CM 700,,2,4/2/2022 10:16 AM
EQ ID 769,Toilet Partitions,40,Vacuum Lift Holz-Her Saw,11366,Unitech,Unimove CM 1000,,2,4/2/2022 10:16 AM
EQ ID 773,Soap Dispenser Assembly,21,B-5050 Tester,,P&R Tool,,,0,4/2/2022 10:16 AM
EQ ID 779,Toilet Partitions,40,Router Station (Stile Building cell),,Porter Cable,7539,,1,4/2/2022 10:16 AM
EQ ID 780,Toilet Partitions,40,Drill Press (Stile Building Cell),,Rockwell,Delta,,0,4/2/2022 10:16 AM
EQ ID 781,Toilet Partitions,40,Rework Station (Laminate Cell),,n/a,n/a,,0,4/2/2022 10:16 AM
EQ ID 782,Toilet Partitions,40,Chop Saw (corner guard pack out Lam.),n/a,Dewalt,DW715,,0,4/2/2022 10:16 AM
EQ ID 783,Maintenance,29,2111 2112 Scissor Lift,,Bishamon,Lift 2K,,0,4/2/2022 10:16 AM
EQ ID 785,Soap Dispenser Assembly,21,WH2093 Cleco Torque Driver,,Clecomatic,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 786,Soap Dispenser Assembly,21,UJ2748 Clecco Torque Driver,,Cleco tools,,,2,4/2/2022 10:16 AM
EQ ID 788,Soap Dispenser Assembly,21,"Tube Cutter, Manual",,,,,0,4/2/2022 10:16 AM
EQ ID 789,Soap Dispenser Assembly,21,Stem Assembly Press,,Bobrick,,,0,4/2/2022 10:16 AM
EQ ID 794,Soap Dispenser Assembly,21,B-824 \ Sta 4 \ Mixer Tester,,Bobrick,,,1,4/2/2022 10:16 AM
EQ ID 795,Soap Dispenser Assembly,21,WG 2321 Cleco Torque Driver,,cleco,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 796,Soap Dispenser Assembly,21,"NT Vendor Sta 4, and 5 Milwaukee Torque Driver",,Milwaukee,0490-20,,2,4/2/2022 10:16 AM
EQ ID 797,Soap Dispenser Assembly,21,1205586LR ASG Torque Driver,,ASG H10S,CL-6500,,2,4/2/2022 10:16 AM
EQ ID 798,Soap Dispenser Assembly,21,12085586LR ASG Torque Driver,,ASG H10S,cl-6500,,2,4/2/2022 10:16 AM
EQ ID 799,Soap Dispenser Assembly,21,Torque Driver / 38030,,Gleco,19SPA03Q,,0,4/2/2022 10:16 AM
EQ ID 800,Soap Dispenser Assembly,21,Torque Driver,,Gleco,19PCA030,,0,4/2/2022 10:16 AM
EQ ID 802,Soap Dispenser Assembly,21,7136A85 AERO Torque Driver,,ARO,SA023A-0,,2,4/2/2022 10:16 AM
EQ ID 804,Toilet Partitions,40,Meyer rotary airlock (dust collector),11367,Meyer,10 X 10,,0,4/2/2022 10:16 AM
EQ ID 807,Quality Assurance,27,"Drill Fixture, 1047206, Inswing Stile Hinge-C. Hung Plam",,Drill Fixture,Inswing Stile Hinge-C. Hung Plam,,1,4/2/2022 10:16 AM
EQ ID 808,Quality Assurance,27,"Drill Fixture, 1542003, 1542 Drill Jig T-1542004",,Drill Fixture,1542 Drill Jig T-1542004,,1,4/2/2022 10:16 AM
EQ ID 810,Toilet Partitions,40,Job Carts 1-6,,,,,1,4/2/2022 10:16 AM
EQ ID 811,Toilet Partitions,40,Pack out Carts 1-6,,,,,1,4/2/2022 10:16 AM
EQ ID 812,Toilet Partitions,40,Drywall Carts 1-15,,,,,1,4/2/2022 10:16 AM
EQ ID 813,Toilet Partitions,40,Materal Carts 1-2,,,,,1,4/2/2022 10:16 AM
EQ ID 814,Toilet Partitions,40,Scissor Lift # 2 (large) Holz-Her Saw,11278,Bishamon,Vision,,0,4/2/2022 10:16 AM
EQ ID 815,Toilet Partitions,40,Scissor Lift #1 (small) Holz-Her Saw,11277,Vestil,,,0,4/2/2022 10:16 AM
EQ ID 816,Toilet Partitions,40,"Scissor Lift 1/2"" Edge Finisher",11257,Bishamon,Vision,,0,4/2/2022 10:16 AM
EQ ID 817,Toilet Partitions,40,Scissor Lift Holz-Her Edge Bander,,,,,0,4/2/2022 10:16 AM
EQ ID 818,Toilet Partitions,40,"Scissor Lift 3/4"" solid Edge Finisher",,,,,0,4/2/2022 10:16 AM
EQ ID 819,Toilet Partitions,40,Scissor Lift Holzma Saw,,,,,0,4/2/2022 10:16 AM
EQ ID 821,Quality Assurance,27,"Drill Fixture, T1002246, Tube Wall Post 1080 Series",,Drill Fixture,Tube Wall Post 1080 Series,,1,4/2/2022 10:16 AM
EQ ID 826,Quality Assurance,27,"8"" Digital Caliper, 0189152, M.E. Primo Uy",,Mitutoyo,CD-8 C5,,1,4/2/2022 10:16 AM
EQ ID 827,Quality Assurance,27,"8"" Digimatic Caliper, 03320488, QA",,Mitutoyo,CD-8,,1,4/2/2022 10:16 AM
EQ ID 828,Quality Assurance,27,"Drill Fixture, 2080622, Door Hinge Max Privacy (2040/2080)",,Drill Fixture,Door Hinge Max Privacy (2040/2080),,1,4/2/2022 10:16 AM
EQ ID 832,Soap Dispenser Assembly,21,UJ2652 Cleco Torque Driver,,Cleco,14SCA05Q,,1,4/2/2022 10:16 AM
EQ ID 833,Soap Dispenser Assembly,21,89775 Cleco Torque Driver,,Cleco,5 BRNAL-7BF-2,,2,4/2/2022 10:16 AM
EQ ID 834,Soap Dispenser Assembly,21,RF0015 Clecomatic Torque Driver,,Cleco,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 835,Quality Assurance,27,"Drill Fixture, 1040622, Inswing Door Latch-Plam",,Drill Fixture,Inswing Door Latch-Plam,,1,4/2/2022 10:16 AM
EQ ID 836,Quality Assurance,27,"1"" Micrometer, 27085352, Machine Shop",,Mitutoyo,"MDC-1""",,1,4/2/2022 10:16 AM
EQ ID 837,Quality Assurance,27,"6"" Digital Caliper, 12345580, QA",,Mitutoyo,CD-6,,1,4/2/2022 10:16 AM
EQ ID 838,Quality Assurance,27,"6"" Dial Caliper, BB054225, TPF",,Mitutoyo,505-637-50,,1,4/2/2022 10:16 AM
EQ ID 839,Quality Assurance,27,"24"" Dial Caliper, 3-18.3197, Machine Shop",,China,"24"" Dial Caliper",,1,4/2/2022 10:16 AM
EQ ID 844,Quality Assurance,27,"Drill Fixture, T-1541-1548-5, 5"" Stile-Leveling Device-1540",,Drill Fixture,"5"" Stile-Leveling Device-1540",,1,4/2/2022 10:16 AM
EQ ID 925,Soap Dispenser Assembly,21,3944 Towel Mate Fixture,,Bobrick,3944-180 / 3944-181,,0,4/2/2022 10:16 AM
EQ ID 926,Soap Dispenser Assembly,21,369 / 362 Towel Mate Assembly,,Bobrick,369-180 / 362-180,,0,4/2/2022 10:16 AM
EQ ID 1020,Machine Shop,25,Spin-dex,7582,,,,0,4/2/2022 10:16 AM
EQ ID 1021,Machine Shop,25,Universal Vise Combo,,,,,0,4/2/2022 10:16 AM
EQ ID 1022,Machine Shop,25,Mitutoyo Vertical Caliper,,,,,1,4/2/2022 10:16 AM
EQ ID 1023,Machine Shop,25,High Precesion Stone Table,3258-2,,,,1,4/2/2022 10:16 AM
EQ ID 1026,Quality Assurance,27,"Drill Fixture, T1002347, .67 Wall Post",,Drill Fixture,.67 Wall Post,,1,4/2/2022 10:16 AM
EQ ID 1027,Quality Assurance,27,"Boundary Board, TPF, 1080/1090 Inserts",,,,,1,4/2/2022 10:16 AM
EQ ID 1028,Quality Assurance,27,"Boundary Board, TPF, Sierra Material Defects",,,,,1,4/2/2022 10:16 AM
EQ ID 1029,Quality Assurance,27,"Boundary Board, TPF, 1080/1090 Edge Finish",,,,,1,4/2/2022 10:16 AM
EQ ID 1030,Quality Assurance,27,"Boundary Board, TPF, 1080/1090 Bevel",,,,,1,4/2/2022 10:16 AM
EQ ID 1031,Machine Shop,25,Reamer Set Letter size A-Z,,Lavalle & Ide,,,0,4/2/2022 10:16 AM
EQ ID 1032,Machine Shop,25,"Reamer Set Fraction Size 1/16"" - 1/2""",,Lavalle & IDE,,,0,4/2/2022 10:16 AM
EQ ID 1033,Machine Shop,25,Reamer Set Number Size 1-60,,,,,0,4/2/2022 10:16 AM
EQ ID 1034,Machine Shop,25,Portable Vise Jaw,,Lord & Hodge,400,,0,4/2/2022 10:16 AM
EQ ID 1035,Machine Shop,25,"Boring Head 2"" to 4""",,Hyden Twist Drill Co.,,,0,4/2/2022 10:16 AM
EQ ID 1036,Machine Shop,25,"Punch & Die Set 1/8"" to 3/4""",,PSW,,,0,4/2/2022 10:16 AM
EQ ID 1037,Machine Shop,25,"Machinest Parellel Clamp 2"" - 3"" - 4""",,Fowler,,,0,4/2/2022 10:16 AM
EQ ID 1038,Machine Shop,25,V-Blocks set,,Starret,,,0,4/2/2022 10:16 AM
EQ ID 1039,Machine Shop,25,Radios Gage Set,,Rutland,,,0,4/2/2022 10:16 AM
EQ ID 1040,Machine Shop,25,"Depth Gage Set 1"" to 3 1/2""",,Accupro,,,0,4/2/2022 10:16 AM
EQ ID 1041,Machine Shop,25,"Drive Socket Set 7/16"" to 1 1/4""",,Allen USA,,,0,4/2/2022 10:16 AM
EQ ID 1042,Machine Shop,25,"Caliper 24""",,Starret,,,0,4/2/2022 10:16 AM
EQ ID 1043,Machine Shop,25,"Caliper 12""",,Mitutuoyo,,,0,4/2/2022 10:16 AM
EQ ID 1045,Machine Shop,25,Sander Router,,Porter-Cable Jackson,121 Oscillanting,,0,4/2/2022 10:16 AM
EQ ID 1046,Machine Shop,25,Router Tool,,Makita Corporation,3707FC,,0,4/2/2022 10:16 AM
EQ ID 1047,Machine Shop,25,Router Tool,,Porter-Cable,7301HD,,0,4/2/2022 10:16 AM
EQ ID 1048,Machine Shop,25,Die Grinder,,Makita,GD0601,,0,4/2/2022 10:16 AM
EQ ID 1049,Machine Shop,25,Abrasive Power Tool,,Dynabrade,12080,,0,4/2/2022 10:16 AM
